zipcode,latitude,longitude,room_type,accommodates,bedrooms,price,review_scores_value
1091GT,52.35660513,4.909598177,Entire home/apt,2,1.0,179,90.0
,52.35916299,4.895085405,Entire home/apt,4,2.0,225,90.0
1017 ZS,52.35844146,4.894792285,Private room,2,1.0,115,100.0
1025 RW,52.39270026,4.92514913,Entire home/apt,4,2.0,86,80.0
1016 XC,52.3673391,4.882033008,Entire home/apt,4,2.0,120,80.0
1065 BG,52.35928585,4.81915114,Entire home/apt,5,2.0,190,90.0
1065 BG,52.3599089,4.818858746,Entire home/apt,3,1.0,80,90.0
1065 BG,52.35822943,4.819242494,Entire home/apt,2,0.0,75,90.0
1056 HH,52.37278564,4.859516969,Entire home/apt,4,2.0,95,100.0
1017 EX,52.36313988,4.89803387,Entire home/apt,4,2.0,199,90.0
1091 TP,52.35008627,4.914006462,Entire home/apt,2,1.0,80,100.0
1012 PL,52.37300696,4.892568773,Entire home/apt,3,0.0,65,90.0
1074 HZ,52.35338661,4.907581909,Entire home/apt,4,2.0,150,100.0
1053,52.3705993,4.874759132,Entire home/apt,4,2.0,95,
1074,52.35039757,4.904645769,Entire home/apt,2,1.0,89,90.0
1011,52.37439555,4.902168213,Entire home/apt,2,1.0,135,100.0
1071,52.35335372,4.869653207,Entire home/apt,2,2.0,150,100.0
1072 HN,52.35051744,4.888531361,Entire home/apt,4,2.0,160,90.0
1078,52.34531597,4.899717583,Entire home/apt,2,1.0,65,90.0
1053 GA,52.36623473,4.8632063,Entire home/apt,5,3.0,88,90.0
1098WE,52.3421586,4.949372011,Private room,2,1.0,60,100.0
1098,52.35643897,4.947505367,Private room,2,1.0,90,
1054 GJ,52.36278242,4.87793191,Entire home/apt,8,4.0,340,
1054 HW,52.35958794,4.866245955,Private room,1,1.0,40,100.0
1067 SN,52.36858416,4.793783062,Private room,2,1.0,110,90.0
1053,52.36540354,4.871914894,Entire home/apt,2,1.0,65,90.0
1086xp,52.36641023,4.981573657,Private room,2,1.0,79,100.0
1086 XP,52.36258915,4.977485192,Private room,2,1.0,79,100.0
1074,52.35153451,4.907252599,Entire home/apt,4,2.0,90,80.0
1056EM,52.37441502,4.85730572,Entire home/apt,2,1.0,75,60.0
1017HZ,52.36386217,4.899799332,Entire home/apt,4,2.0,149,100.0
1017HZ,52.36278572,4.902121541,Entire home/apt,2,1.0,99,100.0
1097,52.34895977,4.937015783,Private room,2,1.0,65,
1054 VX,52.36152084,4.864402416,Private room,2,1.0,50,100.0
1054VX,52.3615572,4.864994691,Private room,2,1.0,50,90.0
1075 RB,52.35091629,4.860258237,Private room,2,1.0,100,100.0
1087,52.35208289,5.003262871,Entire home/apt,2,1.0,70,
1081,52.32797629,4.866723398,Private room,2,1.0,70,100.0
1013 SZ,52.38911276,4.881588723,Entire home/apt,4,2.0,225,90.0
1011,52.37169699,4.907167871,Entire home/apt,4,1.0,100,90.0
1054 VX,52.36190923,4.864561911,Entire home/apt,3,1.0,120,
1091 ST,52.35207185,4.914260355,Entire home/apt,2,1.0,135,100.0
1055,52.38597907,4.852561215,Private room,2,1.0,65,80.0
1021,52.38124995,4.908734711,Entire home/apt,2,1.0,83,100.0
1013ap,52.39864913,4.87828802,Entire home/apt,2,1.0,140,
1092 GZ,52.35574264,4.922907792,Entire home/apt,3,3.0,60,80.0
1015,52.37740761,4.882988537,Entire home/apt,2,1.0,95,80.0
1032,52.40136927,4.900998317,Entire home/apt,8,3.0,125,90.0
1091,52.35896811,4.913685941,Entire home/apt,4,1.0,135,90.0
1056,52.37137379,4.865059928,Entire home/apt,2,1.0,100,100.0
1076 LP,52.34478082,4.864793832,Entire home/apt,2,1.0,90,
,52.41650667,4.878918671,Private room,2,1.0,55,90.0
1012 LX,52.37375189,4.89443769,Private room,1,1.0,40,100.0
1017 BX,52.36804363,4.887679678,Entire home/apt,2,1.0,140,90.0
1095,52.36311677,4.940057975,Private room,2,1.0,43,100.0
1033,52.40434744,4.886444589,Entire home/apt,4,2.0,145,100.0
1052,52.37825923,4.874255217,Entire home/apt,2,1.0,120,80.0
1091 VW,52.3534596,4.914186066,Entire home/apt,4,2.0,110,100.0
1051,52.38552887,4.871333794,Entire home/apt,2,1.0,85,
,52.36299344,4.938925576,Shared room,2,1.0,145,
1074,52.35455042,4.904539962,Entire home/apt,2,1.0,100,100.0
1018 TH,52.37315235,4.922218982,Entire home/apt,4,2.0,200,90.0
1073LS,52.35364115,4.90200377,Entire home/apt,4,2.0,130,60.0
1052,52.37546386,4.871546512,Entire home/apt,2,1.0,115,100.0
1018 HC,52.36083716,4.906785438,Entire home/apt,2,1.0,165,
1019 RP,52.3804043,4.925524224,Entire home/apt,5,3.0,179,
1054 VA,52.35838338,4.859129546,Entire home/apt,4,2.0,240,100.0
1054 VG,52.36261535,4.862797742,Entire home/apt,2,1.0,125,90.0
1017NH,52.36170538,4.885898316,Entire home/apt,6,3.0,149,90.0
1072 GH,52.35038616,4.889197135,Entire home/apt,2,1.0,100,80.0
1072 VR,52.35393515,4.887580584,Entire home/apt,3,1.0,130,90.0
1071,52.3581822,4.8787622,Entire home/apt,3,1.0,119,90.0
1097,52.34337366,4.927664207,Entire home/apt,3,2.0,85,100.0
1073 AD,52.35414974,4.892981426,Entire home/apt,2,0.0,99,
1074,52.3568227,4.903271749,Entire home/apt,2,1.0,150,90.0
1074,52.35625998,4.902552666,Private room,2,1.0,59,80.0
1053,52.36489595,4.864029728,Entire home/apt,2,1.0,99,80.0
1171 HR,52.34350985,4.794219564,Entire home/apt,4,2.0,85,100.0
1055 ZT,52.3848321,4.85563431,Entire home/apt,3,2.0,75,90.0
1018 VG,52.36502874,4.908183429,Entire home/apt,2,1.0,245,90.0
1013 KX,52.3859069,4.889365955,Entire home/apt,4,2.0,155,90.0
1095 KK,52.34268754,5.011104929,Private room,2,1.0,75,100.0
1056,52.37554224,4.861750241,Entire home/apt,3,2.0,100,80.0
1074,52.358777,4.898188812,Entire home/apt,2,1.0,110,90.0
1074,52.34966155,4.906534828,Entire home/apt,3,1.0,115,90.0
1017,52.3621683,4.880479065,Shared room,2,1.0,100,80.0
1053,52.36768565,4.865400355,Entire home/apt,2,1.0,109,100.0
1098 JE,52.34852609,4.936030206,Entire home/apt,4,3.0,150,80.0
1053BB,52.36749577,4.863076515,Entire home/apt,2,1.0,89,
1055,52.3781421,4.85046726,Entire home/apt,3,1.0,125,80.0
1091,52.35301971,4.912375478,Entire home/apt,5,3.0,175,80.0
1058 GZ,52.35915487,4.849256003,Entire home/apt,4,2.0,210,90.0
1058 GZ,52.36033052,4.849943966,Private room,2,1.0,105,
1058 GZ,52.36064882,4.851032535,Private room,2,1.0,95,
1091GT,52.35825523,4.905003925,Entire home/apt,2,1.0,120,90.0
1079,52.34295452,4.907674053,Entire home/apt,2,1.0,95,100.0
1079,52.34139219,4.898863103,Entire home/apt,2,2.0,110,90.0
1052 EL,52.38057089,4.872616394,Entire home/apt,4,2.0,95,80.0
1018 ZL,52.36743374,4.922808117,Entire home/apt,2,0.0,105,100.0
1013,52.38942159,4.876174594,Entire home/apt,2,1.0,100,90.0
1094 KV,52.36216482,4.939465621,Entire home/apt,2,1.0,100,100.0
1068ZX,52.36709556,4.807567982,Private room,1,1.0,50,
1053,52.36974914,4.869586361,Entire home/apt,2,2.0,200,90.0
1016 ND,52.37527865,4.879282546,Entire home/apt,2,1.0,112,80.0
1052 CP,52.38042135,4.878413061,Entire home/apt,4,2.0,165,90.0
,52.36543652,4.840875428,Private room,4,1.0,59,90.0
1018 EM,52.36382198,4.904489864,Entire home/apt,2,1.0,115,100.0
1058,52.35645677,4.854871875,Entire home/apt,4,2.0,149,90.0
1025 GH,52.39560915,4.934592034,Entire home/apt,2,1.0,95,
1073 AB,52.35708321,4.893022738,Entire home/apt,4,2.0,150,90.0
1073 HS,52.34817457,4.894355209,Entire home/apt,3,1.0,98,100.0
,52.41089573,4.895938812,Private room,2,1.0,50,90.0
1091,52.35225155,4.915743459,Entire home/apt,2,1.0,95,
1078,52.34506977,4.896038632,Private room,2,1.0,100,80.0
1052 RZ,52.37174579,4.869387972,Entire home/apt,2,1.0,105,100.0
1078 DW,52.34503019,4.89314483,Entire home/apt,3,2.0,140,100.0
1057 VG,52.36726758,4.854124277,Entire home/apt,3,1.0,70,80.0
1016,52.37079733,4.885760706,Private room,2,1.0,85,90.0
1058,52.37348192,4.87243745,Entire home/apt,3,1.0,85,90.0
1087,52.35457774,4.993237939,Entire home/apt,6,3.0,165,
1013 ES,52.37916005,4.892742221,Entire home/apt,2,1.0,95,90.0
1091 TR,52.35065514,4.912990618,Entire home/apt,2,1.0,89,100.0
1052 LM,52.37310296,4.873809089,Entire home/apt,4,0.0,99,80.0
1053 WV,52.36857406,4.873503901,Entire home/apt,2,1.0,135,90.0
1018,52.36522841,4.910789147,Entire home/apt,2,1.0,139,80.0
1016,52.36963199,4.881738333,Entire home/apt,2,1.0,200,
1087,52.35821087,4.995735521,Entire home/apt,3,2.0,75,100.0
1087 de,52.35820538,4.993254918,Private room,2,1.0,55,
1087 DE,52.357893,4.993565648,Private room,1,1.0,35,90.0
1016 CG,52.36956702,4.886121237,Entire home/apt,2,0.0,195,
1073 LL,52.358267,4.900065267,Entire home/apt,2,1.0,129,100.0
1053 DD,52.36738052,4.874948435,Entire home/apt,4,2.0,147,
1078 AW,52.34913309,4.89020395,Private room,3,1.0,55,80.0
1091 WX,52.35589314,4.91427455,Entire home/apt,2,1.0,75,90.0
1061,52.36262083,4.831833828,Entire home/apt,6,3.0,97,90.0
1071 MN,52.3553125,4.86810567,Entire home/apt,4,3.0,390,
1012 HM,52.37254397,4.892611672,Entire home/apt,2,1.0,125,90.0
1056KJ,52.37048784,4.866186767,Entire home/apt,2,1.0,105,90.0
1079GH,52.34492078,4.903533154,Private room,2,1.0,75,100.0
1053 wk,52.37194771,4.871825441,Entire home/apt,8,4.0,345,
1012,52.37262427,4.895272897,Private room,8,1.0,549,100.0
1012,52.3713046,4.896605946,Private room,6,1.0,345,90.0
1012,52.37146364,4.897120284,Private room,4,1.0,229,100.0
1012 EV,52.37124711,4.897480178,Private room,2,1.0,99,90.0
1012,52.37138299,4.89524843,Private room,2,1.0,115,90.0
1011 EX,52.37101982,4.902456739,Entire home/apt,2,1.0,100,90.0
1011,52.37673246,4.90648067,Entire home/apt,2,2.0,143,
1083,52.33265965,4.882154551,Private room,2,1.0,58,90.0
1016 TN,52.37016746,4.880083433,Entire home/apt,3,1.0,180,80.0
1018 MR,52.36872015,4.924964073,Entire home/apt,3,2.0,180,100.0
1017 BK,52.36634105,4.893716218,Entire home/apt,4,1.0,140,90.0
1072,52.35706096,4.888472258,Entire home/apt,4,2.0,170,90.0
1058,52.35225647,4.850133375,Entire home/apt,2,1.0,79,100.0
1036,52.4089509,4.899948184,Entire home/apt,6,4.0,118,80.0
1016 XL,52.36643501,4.88082984,Entire home/apt,4,1.0,125,100.0
1054 TJ,52.36011794,4.856366963,Entire home/apt,2,1.0,129,100.0
1055HL,52.37869462,4.849054321,Private room,2,1.0,50,90.0
1072 EL,52.3533078,4.88997668,Private room,2,1.0,69,90.0
,52.35489437,4.894072128,Private room,2,1.0,95,90.0
1011 EW,52.37173403,4.901097652,Entire home/apt,3,2.0,120,100.0
1011 JJ,52.36923595,4.897825076,Entire home/apt,6,2.0,250,90.0
1017 TK,52.36081585,4.896252203,Entire home/apt,2,1.0,110,80.0
1015,52.38052726,4.888028919,Entire home/apt,2,0.0,150,90.0
1052,52.370056,4.867052086,Entire home/apt,4,0.0,110,90.0
1017,52.36206831,4.901918025,Entire home/apt,2,1.0,350,
1051 EZ,52.38399638,4.873820915,Entire home/apt,2,1.0,89,90.0
1017,52.3642931,4.894462926,Entire home/apt,4,2.0,128,80.0
1013 gx,52.38185399,4.887974368,Entire home/apt,2,1.0,150,
1091,52.35351193,4.916622063,Private room,2,1.0,70,90.0
1013 TB,52.38886135,4.878153091,Entire home/apt,4,2.0,89,100.0
1055PA,52.38383587,4.851073029,Entire home/apt,2,1.0,35,90.0
1055,52.38403328,4.851256216,Private room,2,1.0,30,90.0
1054,52.36352299,4.877561223,Entire home/apt,4,1.0,99,80.0
1054,52.36395606,4.879176076,Private room,2,1.0,120,100.0
1074 VD,52.3514316,4.907301176,Entire home/apt,4,1.0,175,100.0
1054,52.36307387,4.867948638,Entire home/apt,2,1.0,122,90.0
1094 CC,52.36767506,4.934386886,Entire home/apt,3,1.0,75,100.0
1015 XR,52.38144152,4.879381228,Entire home/apt,2,1.0,125,90.0
1072 NX,52.35915238,4.892273675,Entire home/apt,3,1.0,130,90.0
1015 TV,52.37423503,4.878768766,Entire home/apt,2,1.0,175,90.0
1052,52.37380308,4.874038102,Entire home/apt,2,1.0,138,100.0
,52.3751555,4.894847149,Entire home/apt,4,2.0,140,80.0
,52.36414745,4.880990853,Entire home/apt,4,2.0,120,90.0
,52.36669101,4.896951993,Entire home/apt,4,1.0,120,80.0
,52.36555923,4.8959965,Entire home/apt,4,1.0,120,90.0
1012 GT,52.37285385,4.890115374,Entire home/apt,4,1.0,125,80.0
1054 BB,52.36472956,4.877099164,Entire home/apt,2,1.0,150,90.0
1103,52.32855843,4.981090033,Private room,2,1.0,85,100.0
1087 EN,52.35791676,4.995426319,Entire home/apt,4,2.0,150,90.0
1052 SH,52.37350215,4.875132075,Entire home/apt,4,2.0,140,100.0
1075 XK,52.35483181,4.854504206,Private room,2,1.0,75,90.0
1075 XK,52.355692,4.853903998,Private room,2,1.0,75,100.0
1018 ZA,52.36218812,4.909564401,Entire home/apt,2,1.0,145,90.0
1051 LA,52.38565962,4.870831775,Entire home/apt,2,1.0,89,
1095 TA,52.36462588,4.941356357,Entire home/apt,3,1.0,70,100.0
1016,52.37158431,4.882641381,Private room,2,1.0,65,90.0
1058 KN,52.35402267,4.8492011,Entire home/apt,4,1.0,110,90.0
1057 BZ,52.37226788,4.846097251,Entire home/apt,3,1.0,130,90.0
1051,52.38522101,4.870846461,Entire home/apt,2,1.0,99,90.0
1091 GC,52.36168549,4.911163669,Entire home/apt,2,1.0,120,90.0
1057 JZ,52.37034135,4.855783249,Entire home/apt,4,1.0,115,90.0
1072 GX,52.35032538,4.888860175,Entire home/apt,2,1.0,99,100.0
1021 LR,52.383912,4.911340275,Entire home/apt,1,0.0,70,90.0
1015 AC,52.38007537,4.902416978,Entire home/apt,2,1.0,90,100.0
1012 DM,52.3735613,4.897812603,Entire home/apt,4,0.0,130,90.0
1054 BB,52.36273543,4.87447294,Entire home/apt,2,1.0,110,100.0
1055,52.37863061,4.851746284,Entire home/apt,3,1.0,65,80.0
1017,52.36125998,4.902654376,Entire home/apt,3,1.0,107,100.0
,52.36169255,4.862348358,Entire home/apt,2,1.0,109,90.0
1057,52.36755872,4.850349517,Entire home/apt,2,1.0,89,100.0
1053 AT,52.36858291,4.86781142,Entire home/apt,2,1.0,75,90.0
1016 hp,52.37634161,4.89389914,Entire home/apt,6,1.0,250,
1017,52.36092483,4.901640466,Entire home/apt,6,4.0,300,
1074,52.35485506,4.905315475,Entire home/apt,2,1.0,70,70.0
1053 XE,52.36756129,4.872405126,Entire home/apt,2,1.0,90,90.0
1016,52.36715334,4.878817726,Entire home/apt,4,1.0,150,90.0
1019 RD,52.37873703,4.929379896,Private room,2,1.0,60,90.0
1078 AZ,52.34640005,4.89275209,Entire home/apt,4,2.0,189,90.0
1078 AA,52.35074411,4.885324252,Entire home/apt,4,,189,
1055 SP,52.37802073,4.854917897,Entire home/apt,3,2.0,89,100.0
1055,52.37780795,4.855338619,Private room,1,1.0,50,80.0
1054 XT,52.3620319,4.868086436,Entire home/apt,4,3.0,195,100.0
1058 DN,52.36159456,4.850556497,Entire home/apt,2,1.0,125,90.0
1079 DR,52.34372288,4.901069234,Entire home/apt,2,1.0,119,
1058 EM,52.3624018,4.84437295,Entire home/apt,2,1.0,89,100.0
1074CB,52.35629227,4.900343101,Private room,2,1.0,60,80.0
1074CB,52.35646065,4.900364429,Private room,2,1.0,80,
1074,52.35793921,4.902169023,Private room,2,1.0,85,70.0
1051,52.37818775,4.869648458,Entire home/apt,6,4.0,395,
1091,52.35388944,4.908557929,Entire home/apt,2,1.0,110,90.0
1093TR,52.36257931,4.923440633,Entire home/apt,2,1.0,89,
1013,52.39435474,4.882951819,Entire home/apt,16,7.0,490,70.0
1053 SE,52.36317261,4.861099612,Entire home/apt,4,2.0,195,100.0
1072 LT,52.3479793,4.89042085,Entire home/apt,2,1.0,100,90.0
1051 JV,52.38067539,4.869474297,Entire home/apt,4,1.0,80,80.0
1053 RW,52.36689084,4.868483655,Private room,2,1.0,40,80.0
1072,52.36075365,4.901529418,Entire home/apt,2,1.0,75,80.0
1018 PX,52.37008089,4.930601501,Entire home/apt,2,1.0,85,100.0
1053,52.36693263,4.874470468,Entire home/apt,2,1.0,90,100.0
1032 HG,52.39464879,4.91268086,Entire home/apt,3,2.0,70,100.0
1056 EZ,52.37329034,4.859442287,Entire home/apt,2,1.0,85,
1054,52.36010243,4.85952659,Private room,2,1.0,90,80.0
1069,52.35070536,4.799909016,Entire home/apt,4,2.0,150,
1069,52.3501045,4.801066452,Entire home/apt,4,2.0,150,60.0
1073vd,52.35535879,4.903245384,Private room,2,1.0,89,80.0
1072AT,52.35367097,4.887212146,Entire home/apt,2,1.0,99,90.0
1075 SB,52.349726,4.853485998,Entire home/apt,3,1.0,84,
1012 GS,52.37544292,4.899369779,Entire home/apt,2,0.0,215,60.0
1053,52.36807432,4.872313644,Entire home/apt,4,2.0,145,80.0
1055 KD,52.38200852,4.850045678,Entire home/apt,2,1.0,70,100.0
,52.36168913,4.912765227,Entire home/apt,6,3.0,179,
1071AN,52.35907944,4.878428207,Entire home/apt,2,3.0,55,90.0
1012 TB,52.37641316,4.893273581,Entire home/apt,2,1.0,115,90.0
1078 HG,52.34574668,4.896424934,Entire home/apt,2,1.0,120,
1013 AT,52.39324549,4.880574138,Entire home/apt,2,0.0,60,80.0
1017 GB,52.37833803,4.892116069,Entire home/apt,2,0.0,90,90.0
1051,52.38136022,4.87221574,Private room,2,1.0,52,
,52.35524596,4.903898729,Entire home/apt,2,1.0,75,90.0
1074,52.35144065,4.908505269,Private room,2,1.0,70,90.0
1075,52.34876456,4.854885551,Entire home/apt,3,1.0,80,
1015 RR,52.37744592,4.878671795,Entire home/apt,2,1.0,150,90.0
1054 LX,52.3579839,4.857241464,Private room,1,1.0,75,90.0
1031,52.38801391,4.899666063,Entire home/apt,3,2.0,195,90.0
1079,52.34324322,4.913081165,Entire home/apt,3,2.0,125,
1095 AN,52.36687297,4.943263183,Entire home/apt,5,2.0,99,90.0
1016,52.37273815,4.884930934,Entire home/apt,2,1.0,148,100.0
1016,52.37276269,4.88459966,Private room,2,1.0,75,
1016,52.37313794,4.882858695,Private room,2,1.0,95,100.0
,52.36311565,4.832671271,Entire home/apt,6,3.0,100,90.0
1053,52.36343568,4.860777582,Entire home/apt,4,2.0,180,
1061,52.37639221,4.839729807,Entire home/apt,4,2.0,120,100.0
1077 DE,52.3482869,4.862044819,Entire home/apt,4,3.0,149,90.0
1071,52.35863859,4.874666952,Entire home/apt,10,5.0,350,100.0
1075,52.35176478,4.854192466,Entire home/apt,5,2.0,115,
1076,52.34393709,4.859221743,Entire home/apt,2,1.0,79,80.0
1016 RG,52.37196159,4.880865355,Entire home/apt,2,1.0,149,90.0
1075 TP,52.35386147,4.853549423,Entire home/apt,2,2.0,100,
1098 RJ,52.34953363,4.941503696,Entire home/apt,4,3.0,150,80.0
1013 JM,52.38317342,4.886284813,Entire home/apt,2,1.0,100,90.0
1013 KW,52.38630541,4.889116818,Entire home/apt,4,3.0,315,100.0
1013 KW,52.38604831,4.888796483,Entire home/apt,2,0.0,135,90.0
1016 AN,52.37251157,4.887441743,Entire home/apt,10,5.0,950,
1074 VT,52.35196146,4.905700658,Entire home/apt,3,1.0,120,80.0
1016 GK,52.36843125,4.88481613,Entire home/apt,2,1.0,89,90.0
1087,52.35825494,4.993775351,Entire home/apt,9,5.0,200,100.0
1013,52.39868017,4.878144405,Entire home/apt,16,9.0,500,100.0
1013,52.38728818,4.873786295,Entire home/apt,16,6.0,360,100.0
1013,52.39376735,4.881406476,Entire home/apt,16,5.0,450,
1094 JP,52.36197406,4.93669461,Entire home/apt,3,1.0,79,90.0
1017,52.36769888,4.897357417,Entire home/apt,4,2.0,190,
1058,52.36124556,4.850315577,Entire home/apt,3,1.0,79,100.0
1094,52.36199683,4.938926218,Private room,2,1.0,65,100.0
1051,52.37718058,4.872422608,Private room,2,1.0,69,100.0
1051,52.3763361,4.873423074,Private room,2,1.0,79,90.0
1051,52.37552821,4.874297981,Private room,2,1.0,69,
1051,52.37626138,4.874419733,Private room,2,1.0,69,90.0
1051 LP,52.37722664,4.873541941,Private room,2,1.0,89,90.0
1051 LP,52.38284777,4.873156041,Private room,2,1.0,89,90.0
1051 LP,52.37826102,4.874389274,Private room,2,1.0,69,100.0
1051 LP,52.37737891,4.873580336,Private room,2,1.0,89,100.0
1054,52.3593754,4.858858144,Entire home/apt,4,2.0,165,90.0
1016 CN,52.36764191,4.883111283,Entire home/apt,2,,120,90.0
1055,52.3769746,4.849619948,Entire home/apt,2,1.0,110,90.0
1072,52.35194008,4.886855572,Entire home/apt,2,1.0,95,90.0
1018 GH,52.36336128,4.915452195,Entire home/apt,4,2.0,90,
1058 AW,52.36083389,4.852038779,Private room,2,1.0,79,90.0
1054WJ,52.36164398,4.863703347,Entire home/apt,2,1.0,120,90.0
1017 GM,52.36605125,4.885236294,Entire home/apt,2,1.0,95,100.0
1012 EZ,52.36875411,4.893008328,Entire home/apt,2,0.0,100,80.0
1012ML,52.37725483,4.895766462,Entire home/apt,4,2.0,280,80.0
1087 KB,52.35246942,4.992866385,Entire home/apt,7,4.0,200,
1017 HC,52.36352674,4.895289039,Entire home/apt,2,1.0,85,90.0
1012 KL,52.37166668,4.892845948,Entire home/apt,4,2.0,200,90.0
1012 KV,52.37004371,4.893528884,Private room,3,1.0,80,100.0
1073BK,52.35636681,4.894700129,Entire home/apt,4,2.0,190,100.0
1053,52.36833303,4.873792386,Entire home/apt,2,1.0,99,90.0
1056,52.37271095,4.864409188,Entire home/apt,4,2.0,130,90.0
1056,52.37110319,4.865863543,Entire home/apt,3,2.0,150,90.0
1074 BR,52.35859103,4.900648424,Entire home/apt,8,4.0,325,90.0
1015 CK,52.37630932,4.8876787,Entire home/apt,2,1.0,130,80.0
1091 DA,52.3601492,4.907018018,Private room,2,1.0,69,80.0
1058,52.3599962,4.856863578,Entire home/apt,2,1.0,75,90.0
1056EG,52.37292355,4.854550961,Entire home/apt,2,1.0,50,80.0
1092 EV,52.35909145,4.925525417,Entire home/apt,4,2.0,180,
1092 ev,52.35536304,4.919703333,Private room,2,1.0,120,
1011 TD,52.37218424,4.910971972,Entire home/apt,2,1.0,120,
1091TR,52.34964526,4.9119176,Entire home/apt,2,1.0,85,100.0
1015 DT,52.37690535,4.886528799,Entire home/apt,4,2.0,195,90.0
1013 EC,52.38123523,4.893415899,Entire home/apt,2,0.0,100,100.0
1018,52.3639474,4.91035428,Entire home/apt,2,0.0,110,100.0
1094,52.36326592,4.932060134,Entire home/apt,2,0.0,69,80.0
1054,52.36430871,4.868458811,Entire home/apt,2,1.0,110,90.0
1095 TT,52.36557459,4.940296664,Entire home/apt,2,1.0,48,90.0
1024 KM,52.39320906,4.956029685,Private room,2,1.0,57,80.0
1093 GT,52.36021057,4.92420966,Entire home/apt,2,1.0,87,100.0
1017 RE,52.36063531,4.88599394,Entire home/apt,3,1.0,100,90.0
1051,52.38340886,4.870488657,Entire home/apt,3,1.0,95,90.0
1073 VJ,52.3561652,4.899779725,Entire home/apt,4,2.0,235,
1054,52.36049074,4.865967361,Entire home/apt,4,2.0,120,90.0
1012 VC,52.37715487,4.893542428,Entire home/apt,4,2.0,250,
1054 AC,52.36999998,4.876609308,Entire home/apt,2,1.0,140,90.0
1054 ZE,52.36647647,4.875916916,Entire home/apt,2,1.0,140,90.0
1057AK,52.36780129,4.848162649,Entire home/apt,2,1.0,109,
1091 EJ,52.35784509,4.904420013,Entire home/apt,4,2.0,185,100.0
1079 WP,52.34032235,4.902994228,Entire home/apt,6,3.0,299,80.0
1079wp,52.34048189,4.903231707,Private room,3,1.0,70,
1079 WP,52.34203836,4.903105009,Private room,2,1.0,40,90.0
1054 KH,52.35679366,4.856485475,Entire home/apt,2,1.0,135,100.0
1073,52.35686052,4.904686033,Private room,2,1.0,50,90.0
1059,52.35184238,4.848892881,Entire home/apt,4,2.0,95,90.0
1018,52.36844981,4.916517696,Entire home/apt,2,1.0,98,90.0
1054 RZ,52.36186544,4.870912336,Entire home/apt,4,4.0,200,90.0
1091,52.35698439,4.909479916,Entire home/apt,2,1.0,110,
1091,52.34984348,4.912860509,Entire home/apt,2,1.0,134,
1058 EH,52.35985246,4.84670364,Entire home/apt,2,1.0,59,90.0
1053 AR,52.36913672,4.865935804,Entire home/apt,2,1.0,104,90.0
1098 LP,52.35025439,4.938177,Entire home/apt,4,3.0,100,
1053 DV,52.36913342,4.874921507,Entire home/apt,2,1.0,100,
1055 GJ,52.38199224,4.850220574,Entire home/apt,2,1.0,50,80.0
1016,52.37446371,4.886392079,Entire home/apt,2,0.0,97,90.0
1072 SN,52.35073855,4.889059068,Entire home/apt,2,1.0,99,
1087 GK,52.3538838,4.99714813,Entire home/apt,4,2.0,149,100.0
1078 JK,52.34622985,4.886967978,Entire home/apt,5,3.0,200,90.0
1097,52.35230241,4.925621206,Entire home/apt,4,2.0,130,
1066 TZ,52.35277827,4.831107602,Private room,2,1.0,52,90.0
1011,52.37428412,4.91070761,Private room,2,1.0,49,80.0
1012,52.37505092,4.899723146,Entire home/apt,4,2.0,270,90.0
1012,52.37174329,4.896249726,Entire home/apt,4,2.0,245,100.0
1012 ES,52.37295061,4.89742232,Entire home/apt,4,2.0,245,90.0
1012,52.37288346,4.89644319,Entire home/apt,4,2.0,245,
1059,52.34547679,4.851084168,Entire home/apt,3,2.0,149,90.0
1052 CP,52.38151169,4.880721517,Entire home/apt,2,1.0,120,90.0
1018GP,52.36203333,4.909155907,Entire home/apt,3,1.0,122,
1074,52.35058896,4.906469565,Private room,2,1.0,75,90.0
1071,52.35339637,4.886507448,Entire home/apt,2,1.0,99,80.0
1072,52.35726131,4.887604923,Entire home/apt,2,1.0,70,90.0
1075 TV,52.35422764,4.854346217,Entire home/apt,2,1.0,79,100.0
1055,52.37605989,4.842778855,Entire home/apt,2,0.0,69,70.0
1057 VR,52.36865256,4.854710657,Entire home/apt,4,1.0,180,100.0
1094,52.36152197,4.931215628,Private room,2,1.0,65,80.0
1051 KH,52.37691806,4.868785121,Entire home/apt,15,9.0,1495,
1051 KH,52.3768686,4.869503449,Entire home/apt,5,3.0,399,
1072 AE,52.35749157,4.890684588,Entire home/apt,2,0.0,139,90.0
1056,52.37548483,4.858510297,Entire home/apt,4,1.0,80,90.0
1063 AJ,52.38447404,4.837010827,Entire home/apt,2,0.0,70,
1015 CG,52.37817885,4.888970255,Private room,2,1.0,195,100.0
1077,52.34824154,4.874395624,Entire home/apt,4,2.0,140,80.0
1078 RR,52.34963377,4.909471862,Private room,4,1.0,89,90.0
1017 TK,52.36871002,4.89323565,Entire home/apt,4,2.0,198,70.0
1031 EG,52.39045379,4.910529325,Private room,2,1.0,60,
1054 GS,52.36206487,4.87257739,Private room,2,1.0,89,
1017 AN,52.36156852,4.902626754,Entire home/apt,2,1.0,99,100.0
1092 CB,52.35834931,4.923198654,Entire home/apt,2,1.0,90,
1054,52.36877246,4.874814762,Entire home/apt,4,1.0,120,90.0
1073 SZ,52.35040626,4.898430689,Entire home/apt,2,1.0,112,
1072 ED,52.3539933,4.889715906,Entire home/apt,2,1.0,144,
