zipcode,latitude,longitude,room_type,accommodates,bedrooms,price,review_scores_value
1097,52.35290153,4.922806424,Entire home/apt,4,3.0,115,100.0
1086,52.36272294,4.978144223,Entire home/apt,2,1.0,65,90.0
1054,52.36410806,4.87435387,Entire home/apt,2,1.0,99,90.0
1102 JG,52.32114787,4.955529586,Private room,2,1.0,85,90.0
1102 JG,52.32079342,4.954566352,Private room,1,1.0,75,80.0
1078 LB,52.34557793,4.895576673,Entire home/apt,2,1.0,100,
1018 BH,52.36515583,4.914048074,Entire home/apt,2,1.0,189,100.0
1053,52.36778303,4.874272699,Entire home/apt,2,1.0,85,100.0
1015 DV,52.37923883,4.888921457,Entire home/apt,4,2.0,200,100.0
1015 SG,52.37535269,4.878873501,Entire home/apt,2,1.0,150,100.0
1057 ET,52.36952261,4.857699265,Entire home/apt,2,2.0,125,90.0
1074,52.35909336,4.902468674,Entire home/apt,2,1.0,95,100.0
1015,52.37957535,4.88496072,Entire home/apt,2,1.0,140,100.0
1074 ES,52.35377178,4.9035725,Entire home/apt,2,1.0,99,
1072,52.35160707,4.886276614,Entire home/apt,4,2.0,150,
1074 CR,52.35704863,4.899361543,Entire home/apt,2,1.0,100,90.0
1074,52.34607577,4.898405311,Entire home/apt,4,2.0,150,80.0
1057,52.36640541,4.845002796,Private room,3,1.0,35,80.0
1057 EP,52.36831877,4.857679776,Entire home/apt,2,1.0,76,100.0
1091 LM,52.35388455,4.919278862,Entire home/apt,2,1.0,145,
1082,52.32768985,4.879738534,Private room,1,1.0,33,80.0
1017 NJ,52.36244501,4.884915212,Entire home/apt,8,5.0,500,80.0
1018,52.37039174,4.914681192,Entire home/apt,6,2.0,169,80.0
1018 ZM,52.37089248,4.915567323,Entire home/apt,2,1.0,80,90.0
1071,52.35579246,4.868914493,Entire home/apt,6,4.0,360,100.0
1079 LS,52.34283982,4.909552967,Entire home/apt,2,1.0,99,90.0
1076 ST,52.34691015,4.860716637,Entire home/apt,4,2.0,175,100.0
1015 VJ,52.38132221,4.881507381,Entire home/apt,2,2.0,160,80.0
1074 gj,52.3522275,4.90580654,Entire home/apt,4,2.0,110,
1072,52.35572121,4.888808138,Private room,2,1.0,90,90.0
1015 NH,52.3768705,4.882951253,Entire home/apt,4,2.0,135,90.0
1093 CN,52.36329155,4.928009869,Entire home/apt,2,1.0,100,
1072,52.35283235,4.892866991,Entire home/apt,6,3.0,125,90.0
,52.37684979,4.920502864,Entire home/apt,4,1.0,145,90.0
1076 CW,52.3411247,4.84762403,Entire home/apt,3,1.0,85,90.0
1094 HA,52.36351578,4.932992401,Entire home/apt,2,2.0,95,90.0
1092JM,52.35419626,4.926576546,Entire home/apt,2,1.0,90,
1072 VZ,52.36464292,4.882710751,Entire home/apt,2,1.0,150,100.0
1055,52.37884272,4.852206446,Entire home/apt,2,1.0,89,90.0
1097,52.35315846,4.925833685,Private room,4,1.0,60,90.0
1053 WP,52.37431387,4.870594345,Entire home/apt,2,1.0,150,90.0
1093,52.36464689,4.925209747,Entire home/apt,2,1.0,85,90.0
1054,52.35975863,4.862624581,Entire home/apt,2,0.0,110,90.0
1025 LP,52.39008696,4.928487518,Entire home/apt,7,6.0,220,100.0
1025 LP,52.39174633,4.927295554,Private room,3,1.0,90,100.0
1025 LP,52.39072997,4.926339017,Private room,2,1.0,80,100.0
1056,52.36951855,4.849664855,Entire home/apt,5,3.0,100,90.0
1073 LP,52.35450233,4.90189025,Private room,2,1.0,70,
1059 TC,52.3473456,4.846429006,Entire home/apt,2,1.0,99,
1034 ZD,52.39960491,4.92026364,Entire home/apt,4,2.0,120,90.0
1034 ZD,52.40029892,4.919604223,Entire home/apt,2,0.0,115,90.0
1074 CJ,52.35850318,4.903852768,Entire home/apt,2,1.0,99,90.0
1052 rZ,52.37108191,4.870512991,Entire home/apt,2,1.0,95,
1016 TN,52.36865118,4.879907684,Entire home/apt,4,2.0,300,80.0
1073,52.35188503,4.899788913,Entire home/apt,2,1.0,200,100.0
1073,52.35487538,4.894349428,Entire home/apt,2,1.0,175,90.0
1052,52.38246327,4.879507004,Entire home/apt,2,1.0,100,90.0
1011 HJ,52.36747975,4.896617857,Entire home/apt,6,3.0,160,100.0
1011 HJ,52.37066477,4.898012601,Entire home/apt,4,2.0,160,90.0
1011 HJ,52.37090077,4.898557724,Private room,2,1.0,200,
1017 NE,52.3617043,4.88677361,Entire home/apt,3,1.0,140,90.0
1059,52.34764473,4.846910249,Entire home/apt,4,2.0,200,90.0
1011 LE,52.36987602,4.90318925,Entire home/apt,3,2.0,170,90.0
1052 GA,52.37925794,4.873770757,Entire home/apt,4,2.0,85,90.0
1078,52.34696731,4.889336799,Entire home/apt,4,2.0,120,90.0
1015GV,52.37641982,4.878399968,Entire home/apt,4,1.0,150,100.0
1069 GA,52.35907633,4.791076736,Private room,2,1.0,60,100.0
1072 JL,52.35122637,4.893246542,Entire home/apt,6,3.0,400,90.0
1016 HW,52.36945145,4.880751108,Entire home/apt,3,0.0,140,90.0
1054,52.35961187,4.858075713,Entire home/apt,2,1.0,79,100.0
1013,52.38841228,4.880289615,Entire home/apt,2,1.0,95,90.0
1059,52.34787194,4.847499776,Entire home/apt,2,0.0,60,90.0
1016 AD,52.37007109,4.890327332,Entire home/apt,4,2.0,220,90.0
1071 VC,52.35173357,4.886924022,Entire home/apt,5,2.0,119,80.0
1015 AM,52.37739812,4.891774374,Entire home/apt,2,1.0,130,100.0
1059 TB,52.34763288,4.846406182,Entire home/apt,2,1.0,125,
1094,52.36493218,4.932851125,Entire home/apt,2,1.0,74,90.0
1013,52.39270959,4.88167486,Entire home/apt,16,7.0,400,100.0
1013 AJ,52.39276725,4.883756865,Private room,16,1.0,35,90.0
1013,52.39242368,4.883638162,Private room,16,1.0,35,
1013 AJ,52.39190353,4.881766192,Private room,16,1.0,35,90.0
1013,52.39276251,4.883765065,Private room,16,1.0,35,
1013 KT,52.38702155,4.891416881,Entire home/apt,4,1.0,119,90.0
1055 BS,52.37657847,4.850389581,Entire home/apt,4,2.0,200,80.0
1015 XE,52.37500629,4.877909721,Entire home/apt,4,2.0,150,80.0
1015,52.37466747,4.877700949,Entire home/apt,4,1.0,99,90.0
1054 CB,52.36374124,4.878245269,Entire home/apt,2,1.0,125,60.0
1055,52.37658287,4.845293085,Entire home/apt,2,0.0,55,100.0
1017 WB,52.36079145,4.897169397,Entire home/apt,5,2.0,129,90.0
1017WB,52.36152923,4.897720467,Entire home/apt,5,1.0,125,90.0
1013 AS,52.39149773,4.892045695,Entire home/apt,3,0.0,89,80.0
1012 SR,52.37574521,4.892947931,Private room,2,1.0,80,80.0
,52.34662836,4.939509538,Entire home/apt,2,1.0,155,100.0
1053,52.37074586,4.874119687,Entire home/apt,4,0.0,79,100.0
1053 ZX,52.37019032,4.873236018,Entire home/apt,3,1.0,139,
1013 LC,52.38788821,4.886674232,Entire home/apt,2,1.0,109,
1094 ST,52.36180582,4.941447857,Entire home/apt,4,3.0,120,100.0
1018 CR,52.36813654,4.911425737,Entire home/apt,4,1.0,79,90.0
1077 LK,52.34936494,4.877555289,Entire home/apt,14,5.0,450,90.0
1053 LS,52.36777402,4.878234297,Entire home/apt,8,2.0,320,90.0
1053,52.36889797,4.873999477,Entire home/apt,8,2.0,270,90.0
1016,52.36899262,4.881094443,Entire home/apt,8,2.0,320,90.0
1018,52.36869221,4.911926753,Entire home/apt,6,1.0,240,80.0
1053 TN,52.36996256,4.864245828,Entire home/apt,4,2.0,180,
1017 AD,52.36760149,4.897789396,Entire home/apt,2,1.0,220,100.0
1054,52.36679021,4.87464509,Entire home/apt,4,2.0,189,90.0
1054 ZG,52.36426195,4.870486247,Entire home/apt,4,2.0,149,100.0
1015 AB,52.37754286,4.892326513,Entire home/apt,4,2.0,229,100.0
,52.37207954,4.885229938,Entire home/apt,2,1.0,100,90.0
1017 JX,52.36375042,4.884864748,Entire home/apt,4,2.0,300,80.0
1056,52.3724664,4.860661078,Entire home/apt,4,2.0,110,90.0
1056,52.37364212,4.860512821,Private room,2,1.0,45,100.0
1056,52.37358349,4.859920974,Private room,2,1.0,65,90.0
1016,52.37183571,4.888289475,Entire home/apt,3,1.0,95,90.0
1016,52.37280653,4.888393534,Entire home/apt,2,1.0,90,90.0
1016,52.3721986,4.887980646,Entire home/apt,2,1.0,90,90.0
1016,52.37176218,4.887271572,Entire home/apt,2,1.0,90,90.0
1057,52.36574424,4.859725293,Entire home/apt,5,2.0,300,90.0
1017,52.36301218,4.896758863,Entire home/apt,4,2.0,210,90.0
1035 SX,52.42213011,4.900429615,Entire home/apt,4,2.0,150,90.0
1073,52.35237692,4.898830753,Entire home/apt,2,1.0,110,100.0
1073TS,52.35233182,4.896593046,Private room,2,1.0,40,100.0
1015 JK,52.37812407,4.88167336,Private room,2,1.0,130,90.0
,52.34262675,4.9026314,Entire home/apt,4,2.0,165,100.0
1052 AD,52.38276311,4.878361471,Entire home/apt,2,1.0,150,
1015,52.37988936,4.883275489,Entire home/apt,2,1.0,85,90.0
1015,52.38101554,4.881780752,Entire home/apt,2,1.0,85,90.0
1091TP,52.35091302,4.912646757,Entire home/apt,2,0.0,95,90.0
1091 SZ,52.35452979,4.910745142,Private room,2,1.0,110,90.0
1015 KE,52.38073709,4.882742451,Entire home/apt,2,1.0,130,90.0
1053 GS,52.36520241,4.863802777,Entire home/apt,3,1.0,120,100.0
1018 WH,52.36505289,4.907425333,Entire home/apt,2,1.0,89,90.0
1015,52.3814862,4.88523546,Entire home/apt,2,1.0,120,100.0
1019 WC,52.37430817,4.942587869,Private room,2,1.0,80,100.0
1086,52.36211217,4.980919683,Entire home/apt,6,4.0,200,70.0
1052,52.38397765,4.880572644,Entire home/apt,3,2.0,150,80.0
1051,52.38650641,4.870496177,Entire home/apt,4,1.0,100,100.0
1051,52.38249222,4.874103433,Entire home/apt,2,1.0,85,90.0
1073,52.35267244,4.891349336,Entire home/apt,5,2.0,250,90.0
1078 BK,52.34815297,4.89713055,Private room,2,1.0,80,80.0
1011 VH,52.37760919,4.906323927,Entire home/apt,2,1.0,250,100.0
1013,52.38357373,4.888877645,Entire home/apt,2,2.0,179,
1011,52.37153601,4.909105722,Entire home/apt,4,2.0,250,100.0
1051,52.38115268,4.868254463,Entire home/apt,4,2.0,99,100.0
1054 AA,52.3687151,4.875018909,Entire home/apt,4,2.0,160,100.0
1057 HR,52.36701705,4.862515523,Entire home/apt,3,2.0,90,90.0
1053 DP,52.36665171,4.866316088,Entire home/apt,2,1.0,95,90.0
1052 RH,52.37517975,4.863542851,Entire home/apt,2,1.0,80,100.0
1012,52.37655408,4.893120478,Entire home/apt,2,1.0,185,90.0
1019 TK,52.37402732,4.94593579,Entire home/apt,5,3.0,200,100.0
1012 BM,52.37435713,4.901973674,Entire home/apt,4,2.0,200,90.0
1012 TE,52.36912112,4.884643535,Entire home/apt,2,1.0,139,90.0
1094,52.35820551,4.935480568,Entire home/apt,2,1.0,85,100.0
1017 TK,52.35848365,4.894021727,Entire home/apt,2,1.0,90,90.0
1086,52.35783469,4.995819532,Private room,2,1.0,65,90.0
1093,52.36344681,4.926697225,Entire home/apt,4,1.0,75,90.0
1054 GR,52.36066358,4.874411445,Entire home/apt,4,1.0,110,90.0
1075 GM,52.35226614,4.858378074,Private room,2,1.0,65,90.0
1018 VP,52.36322105,4.907931687,Entire home/apt,2,1.0,110,
1053 GM,52.36434136,4.863166806,Entire home/apt,2,1.0,80,90.0
1093,52.36534175,4.926208513,Entire home/apt,2,1.0,89,100.0
1056 JT,52.37110985,4.863568647,Private room,2,1.0,59,100.0
1017 VH,52.36348365,4.897358736,Entire home/apt,4,2.0,199,90.0
1053 ST,52.36788478,4.864597985,Entire home/apt,2,1.0,98,80.0
1071 KV,52.35909069,4.876443674,Entire home/apt,2,1.0,125,90.0
1062 KM,52.35257922,4.836234726,Private room,2,1.0,50,90.0
1011 EH,52.3756775,4.901630992,Entire home/apt,2,0.0,120,90.0
1065 DB,52.35620393,4.83205034,Entire home/apt,2,1.0,110,100.0
1012 ML,52.3792999,4.894658017,Entire home/apt,1,0.0,100,90.0
1015,52.37683322,4.894183895,Entire home/apt,2,1.0,135,90.0
1072,52.35456594,4.891702097,Entire home/apt,2,1.0,80,100.0
1054,52.36584545,4.872251776,Entire home/apt,6,4.0,190,100.0
1013 PR,52.38888239,4.887771578,Entire home/apt,2,1.0,115,
1012 GD,52.37395278,4.896088699,Entire home/apt,2,1.0,140,90.0
1072 XD,52.35426605,4.888646587,Private room,2,1.0,90,
1054,52.35861014,4.863649288,Entire home/apt,4,1.0,100,50.0
1054,52.35874213,4.86073117,Entire home/apt,4,1.0,85,90.0
1011,52.37342488,4.905559025,Entire home/apt,2,1.0,115,90.0
1075,52.35262137,4.855675869,Entire home/apt,4,2.0,100,80.0
1013 mt,52.38759471,4.883747114,Entire home/apt,2,0.0,75,
1055,52.37764143,4.845733915,Entire home/apt,2,0.0,40,100.0
1011TB,52.37120071,4.909924662,Entire home/apt,4,2.0,250,100.0
1021,52.38336534,4.909378159,Entire home/apt,2,1.0,57,90.0
1021,52.38341838,4.907707175,Private room,2,1.0,78,90.0
1021,52.38385866,4.909088854,Entire home/apt,2,1.0,145,100.0
1091 PG,52.35184972,4.920488099,Private room,2,1.0,70,90.0
1053 EM,52.36578105,4.867543731,Entire home/apt,3,1.0,100,90.0
1016 BG,52.37319632,4.886923504,Entire home/apt,6,3.0,300,100.0
1094 CD,52.36475007,4.935837944,Private room,1,1.0,49,100.0
1051,52.38269434,4.865762708,Entire home/apt,2,1.0,99,90.0
1093bz,52.36057175,4.927393317,Private room,2,1.0,80,
1092,52.35600498,4.92386249,Entire home/apt,4,2.0,90,90.0
1079,52.34267943,4.905540421,Entire home/apt,4,2.0,144,90.0
1055 VV,52.38223557,4.856572224,Entire home/apt,2,1.0,95,100.0
1054,52.36479043,4.87521257,Entire home/apt,2,1.0,120,
1016 VT,52.36744296,4.882057113,Entire home/apt,2,1.0,99,90.0
1079 CK,52.3446702,4.903411475,Entire home/apt,2,1.0,78,90.0
1075 RT,52.34928568,4.855633992,Entire home/apt,2,1.0,70,100.0
1093 RR,52.36559099,4.924317265,Entire home/apt,2,1.0,90,90.0
1012,52.37013452,4.888532771,Entire home/apt,4,1.0,125,100.0
1079 AB,52.34373202,4.903541628,Entire home/apt,2,1.0,75,100.0
1011 EN,52.37331854,4.899931133,Entire home/apt,6,2.0,225,
1018,52.36229679,4.904921021,Entire home/apt,4,2.0,140,90.0
1015 GN,52.3813323,4.883424272,Entire home/apt,2,0.0,137,80.0
1051,52.38093783,4.875842284,Entire home/apt,2,1.0,77,90.0
1075 TA,52.35132545,4.854568103,Private room,2,1.0,89,80.0
1053,52.36979406,4.868083706,Entire home/apt,4,2.0,250,100.0
1051,52.37847193,4.8683335,Entire home/apt,2,1.0,75,100.0
1017,52.36465907,4.885542249,Entire home/apt,4,1.0,249,
1015 NJ,52.37880787,4.882383621,Entire home/apt,2,1.0,130,100.0
1013 MD,52.38825394,4.884674494,Entire home/apt,6,2.0,195,100.0
1098,52.3511417,4.936385827,Entire home/apt,6,4.0,225,100.0
1054 TJ,52.36059061,4.858069321,Entire home/apt,2,1.0,99,
1072,52.35685942,4.886877973,Entire home/apt,2,2.0,150,100.0
1012,52.37421783,4.894018539,Entire home/apt,2,0.0,150,100.0
1062 DK,52.36038437,4.833869276,Private room,2,1.0,85,100.0
1059,52.3492606,4.849691632,Entire home/apt,2,1.0,79,80.0
1053 DZ,52.36685347,4.872478097,Private room,2,1.0,130,
1022XV,52.38699538,4.927237897,Entire home/apt,4,2.0,100,70.0
1054 WN,52.35827004,4.861527181,Entire home/apt,4,2.0,130,90.0
1015 GG,52.3805391,4.886349425,Entire home/apt,4,2.0,145,90.0
1015 GG,52.38133437,4.886287349,Entire home/apt,4,2.0,225,
1091 RZ,52.36025342,4.904876607,Entire home/apt,3,1.0,89,90.0
1015 TB,52.37656577,4.879579445,Entire home/apt,2,1.0,219,90.0
1094,52.35961057,4.941032893,Entire home/apt,2,1.0,95,80.0
1015,52.37842643,4.884714358,Entire home/apt,10,5.0,375,90.0
1013 SR,52.38740463,4.879621679,Entire home/apt,3,1.0,75,90.0
1012 DG,52.37670637,4.894331784,Private room,2,1.0,78,90.0
,52.34697638,4.897445836,Entire home/apt,3,2.0,140,100.0
1018,52.37268651,4.921312294,Entire home/apt,2,1.0,90,100.0
1054,52.36269985,4.862085323,Entire home/apt,8,3.0,180,100.0
1079 LM,52.34460851,4.913625423,Entire home/apt,6,3.0,180,90.0
1054,52.36115966,4.862522889,Entire home/apt,6,2.0,180,100.0
1075 EL,52.35286068,4.857327111,Entire home/apt,4,2.0,170,80.0
1018 VS,52.36418748,4.908764566,Entire home/apt,4,2.0,160,100.0
1011 VP,52.37148918,4.908118021,Entire home/apt,4,1.0,120,90.0
1054,52.36572117,4.875666202,Entire home/apt,4,2.0,220,
1087,52.34995828,5.007141963,Entire home/apt,2,1.0,90,
1013 BH,52.38118531,4.893201174,Entire home/apt,3,2.0,98,90.0
1058 CG,52.35935022,4.850282024,Entire home/apt,2,0.0,85,
1078TC,52.34706318,4.906537663,Entire home/apt,3,1.0,70,100.0
1054 DX,52.36035913,4.865052822,Entire home/apt,4,1.0,89,90.0
1015,52.38055694,4.886500132,Entire home/apt,4,3.0,325,90.0
1079 EC,52.34265371,4.902467404,Entire home/apt,4,3.0,149,100.0
1017 VD,52.36044787,4.893058402,Entire home/apt,2,1.0,115,90.0
1032 KX,52.40021367,4.898476264,Entire home/apt,6,2.0,189,90.0
1015PW,52.37588061,4.884237364,Entire home/apt,6,3.0,200,100.0
1013JJ,52.38444171,4.885019792,Entire home/apt,6,3.0,175,90.0
1015JD,52.3809527,4.885303972,Entire home/apt,6,2.0,150,90.0
1013 JJ,52.38255638,4.889720958,Entire home/apt,4,1.0,90,80.0
1015 JD,52.38265104,4.884600217,Entire home/apt,4,1.0,100,100.0
1015 JD,52.38165647,4.886320486,Entire home/apt,4,1.0,100,90.0
1013 JJ,52.38246072,4.887904449,Entire home/apt,4,1.0,100,90.0
1015 JD,52.38367644,4.888793651,Entire home/apt,3,2.0,110,100.0
1015,52.37448733,4.886447048,Entire home/apt,3,1.0,85,90.0
1015,52.3758278,4.884113368,Entire home/apt,3,1.0,95,90.0
1015,52.37446442,4.887503032,Entire home/apt,3,1.0,95,90.0
1015 JD,52.38088362,4.88694797,Entire home/apt,3,1.0,100,90.0
1061 EA,52.3800958,4.84320094,Entire home/apt,4,2.0,69,90.0
1073 SX,52.35081382,4.897030115,Private room,2,1.0,60,90.0
1086 XT,52.3612576,4.982402116,Entire home/apt,4,2.0,140,100.0
1015 JP,52.38037386,4.885543505,Entire home/apt,4,2.0,150,90.0
1012 JB,52.37392114,4.896149518,Entire home/apt,2,1.0,110,90.0
1079,52.34199008,4.912063069,Private room,2,1.0,90,80.0
1022 AC,52.38911329,4.925829635,Entire home/apt,2,1.0,105,90.0
1055 EM,52.38288255,4.838990099,Entire home/apt,2,1.0,69,90.0
1058 BA,52.36166073,4.853653208,Entire home/apt,4,2.0,75,90.0
1023 CV,52.38660818,4.947740691,Entire home/apt,4,2.0,170,100.0
1059 VH,52.35109899,4.845922876,Entire home/apt,2,1.0,30,80.0
1053,52.368964,4.875582899,Private room,2,1.0,39,80.0
1058,52.36223596,4.852064211,Entire home/apt,5,1.0,130,
1078 NJ,52.34643597,4.902593737,Private room,2,1.0,75,100.0
1074 JB,52.35256729,4.90888519,Entire home/apt,6,3.0,350,90.0
1053 VG,52.36897895,4.87022172,Entire home/apt,2,1.0,105,100.0
1061,52.37708317,4.839825953,Private room,5,1.0,125,90.0
1073 LM,52.35772381,4.900666245,Entire home/apt,3,1.0,159,90.0
1072,52.36159006,4.881149797,Entire home/apt,2,1.0,120,90.0
1057 BN,52.37050559,4.855972555,Entire home/apt,6,2.0,280,80.0
1016VB,52.36953457,4.879557192,Entire home/apt,2,1.0,158,
1015 PN,52.37619097,4.880790322,Entire home/apt,2,1.0,90,90.0
1016 DT,52.37081671,4.884715163,Entire home/apt,4,2.0,229,90.0
1053 KS,52.36593641,4.873242383,Entire home/apt,2,1.0,100,90.0
1074,52.35474272,4.905309767,Entire home/apt,2,1.0,119,90.0
1094,52.3616517,4.932040928,Entire home/apt,4,2.0,160,100.0
1018 MR,52.36938315,4.925202773,Private room,2,1.0,80,100.0
1086 XR,52.35941572,4.974520827,Entire home/apt,4,1.0,85,90.0
1086,52.37048967,4.979156615,Entire home/apt,6,2.0,326,90.0
1091,52.36003345,4.909400893,Entire home/apt,3,2.0,70,90.0
1017 NL,52.36150562,4.879940165,Entire home/apt,2,1.0,149,90.0
1015 CT,52.37935737,4.888611139,Entire home/apt,4,4.0,490,90.0
1076VJ,52.34829798,4.860703377,Entire home/apt,3,1.0,104,90.0
1012,52.37306092,4.889745276,Entire home/apt,2,1.0,149,90.0
1054,52.35709887,4.859686777,Entire home/apt,4,2.0,100,100.0
1058 NP,52.35088311,4.8462571,Entire home/apt,6,2.0,200,
1058NP,52.35068785,4.846968992,Private room,2,1.0,75,100.0
1056,52.37180323,4.848730733,Entire home/apt,2,1.0,50,
1053 ML,52.36999684,4.878473204,Entire home/apt,6,3.0,280,90.0
1071 MS,52.35637024,4.875200925,Entire home/apt,6,2.0,240,
1212AB,52.35477062,4.874673102,Entire home/apt,4,2.0,110,100.0
1071MS,52.35491279,4.875332043,Entire home/apt,4,1.0,110,90.0
1016KZ,52.37316422,4.879997075,Entire home/apt,4,1.0,120,
1053,52.36753219,4.870077678,Entire home/apt,3,1.0,70,90.0
1011,52.37048981,4.903031276,Entire home/apt,2,1.0,120,
1051 GL,52.38448167,4.873641153,Entire home/apt,2,1.0,100,
1013 SV,52.38619646,4.883307923,Entire home/apt,2,1.0,108,100.0
1052 LE,52.37253672,4.877926084,Entire home/apt,4,1.0,130,90.0
1011 KR,52.37171379,4.906682301,Entire home/apt,4,1.0,145,90.0
1091 SL,52.35649658,4.912825769,Entire home/apt,2,1.0,109,100.0
1017 ZT,52.35899207,4.896324305,Entire home/apt,2,1.0,165,100.0
1011 LZ,52.36924332,4.90700267,Entire home/apt,4,2.0,279,90.0
1091 EG,52.35458777,4.908418668,Entire home/apt,2,1.0,345,90.0
1011 JJ,52.36722727,4.898078315,Entire home/apt,4,2.0,200,90.0
1017,52.36148007,4.89786876,Entire home/apt,4,2.0,450,90.0
1052 RV,52.37021914,4.866864344,Entire home/apt,3,2.0,150,90.0
1056,52.37144259,4.861748857,Entire home/apt,2,1.0,99,90.0
1017 TV,52.3608098,4.892604945,Entire home/apt,6,5.0,550,100.0
1092 TX,52.36346719,4.922946564,Entire home/apt,2,1.0,115,
1078,52.34576632,4.899674209,Entire home/apt,1,1.0,95,90.0
1016 HP,52.36963943,4.88264445,Entire home/apt,4,2.0,300,90.0
1069 SC,52.35368689,4.795695203,Private room,3,1.0,45,90.0
,52.35230836,4.797225402,Private room,1,1.0,35,90.0
1072,52.34909322,4.888640813,Entire home/apt,2,1.0,123,100.0
1053 TX,52.37167108,4.869163081,Entire home/apt,2,1.0,159,90.0
1056,52.37125518,4.847170573,Entire home/apt,2,1.0,82,90.0
1071,52.35735018,4.886203888,Entire home/apt,4,1.0,95,90.0
1072HC,52.35133423,4.894490073,Entire home/apt,2,1.0,110,80.0
1013 KW,52.38638759,4.890192541,Entire home/apt,2,1.0,90,90.0
1013 SZ,52.38295036,4.872415516,Entire home/apt,2,1.0,85,90.0
1094,52.36337185,4.93567059,Entire home/apt,2,1.0,85,100.0
1013 GS,52.38104501,4.88965304,Private room,2,1.0,99,80.0
1017 CX,52.36707807,4.896932891,Entire home/apt,2,0.0,129,90.0
1012 LT,52.37672024,4.895952083,Entire home/apt,3,1.0,95,90.0
1032 XL,52.39883861,4.918614566,Entire home/apt,3,2.0,75,90.0
1092 JM,52.35492122,4.924957792,Entire home/apt,3,1.0,85,90.0
1018 AD,52.36590571,4.920405642,Entire home/apt,2,2.0,145,
1056 RL,52.37326787,4.853473309,Private room,2,1.0,35,80.0
1079,52.34742035,4.912784662,Entire home/apt,2,1.0,80,100.0
1018 TZ,52.36667346,4.905754102,Entire home/apt,4,2.0,225,
1051 GC,52.3738413,4.867323954,Entire home/apt,4,2.0,140,90.0
1071,52.35370875,4.882975079,Entire home/apt,2,1.0,120,90.0
1018 TR,52.36302803,4.917034289,Entire home/apt,4,2.0,120,90.0
1091 BX,52.35721928,4.910662788,Entire home/apt,2,1.0,94,100.0
1057 AL,52.36967234,4.849746718,Entire home/apt,5,3.0,189,100.0
1012,52.36647462,4.889917768,Entire home/apt,2,1.0,100,90.0
1094 CL,52.36442959,4.933354042,Entire home/apt,4,2.0,125,100.0
1018,52.36830884,4.909590564,Entire home/apt,6,4.0,340,90.0
1094 SB,52.36222495,4.935748167,Entire home/apt,2,1.0,70,90.0
1058,52.35518124,4.850061016,Entire home/apt,3,2.0,90,100.0
1073,52.34834794,4.901307463,Entire home/apt,4,2.0,129,90.0
1052,52.37336647,4.873173471,Entire home/apt,4,2.0,190,90.0
1013 HC,52.38181362,4.886695007,Entire home/apt,2,1.0,125,90.0
1058,52.36394311,4.849223755,Private room,3,1.0,50,90.0
1056 KX,52.37122376,4.866131916,Entire home/apt,2,1.0,75,90.0
1015RC,52.377409,4.884242466,Entire home/apt,2,1.0,175,90.0
,52.41737944,4.884757249,Private room,2,1.0,50,90.0
1033 ZR,52.41709881,4.883794212,Private room,1,1.0,30,90.0
1073 VZ,52.35692015,4.893280941,Private room,2,1.0,230,
1013 PD,52.39017024,4.885791486,Private room,2,1.0,75,90.0
1021 CT,52.38456583,4.920792324,Entire home/apt,4,2.0,110,90.0
1018DW,52.36411827,4.903859975,Entire home/apt,3,1.0,90,90.0
1072 HA,52.35170187,4.887153225,Entire home/apt,2,1.0,70,
1061 DK,52.37787106,4.841694994,Private room,1,1.0,35,80.0
1061,52.37834007,4.840966801,Private room,1,1.0,30,90.0
1011 TE,52.37454873,4.908087467,Entire home/apt,2,1.0,125,90.0
,52.36881802,4.858285442,Entire home/apt,2,1.0,85,90.0
1063,52.3783247,4.828060456,Entire home/apt,2,1.0,90,90.0
1054 HP,52.36199545,4.873303787,Entire home/apt,4,2.0,119,100.0
1053,52.36554165,4.869965582,Private room,2,1.0,45,100.0
1015 DT,52.37796944,4.886907908,Entire home/apt,4,1.0,125,90.0
1098 NN,52.35457409,4.94048054,Entire home/apt,8,3.0,195,90.0
1109 BV,52.30452531,5.013616381,Private room,2,1.0,40,100.0
1016 PG,52.37332801,4.882908273,Entire home/apt,2,1.0,110,80.0
1013,52.39066735,4.886578431,Entire home/apt,4,2.0,115,80.0
1051 PP,52.38187057,4.870703368,Entire home/apt,2,1.0,99,100.0
1076,52.3453049,4.858318246,Entire home/apt,2,2.0,150,90.0
1052,52.38360704,4.881123224,Private room,2,1.0,75,60.0
1072,52.35222419,4.893649306,Entire home/apt,4,3.0,150,100.0
1015 KL,52.38058126,4.883458808,Entire home/apt,4,2.0,220,90.0
1021 CP,52.38323807,4.91439786,Entire home/apt,2,1.0,89,90.0
1055,52.37550275,4.852170919,Entire home/apt,3,2.0,68,90.0
1097 WC,52.34159599,4.948450894,Entire home/apt,4,2.0,65,90.0
1017 EW,52.36406654,4.895882166,Entire home/apt,2,1.0,100,90.0
1093,52.36280852,4.928969187,Entire home/apt,3,2.0,80,
1072,52.35154439,4.890691018,Entire home/apt,2,1.0,200,90.0
1054,52.362302,4.8775815,Entire home/apt,2,1.0,110,100.0
1057,52.36710861,4.855468323,Entire home/apt,3,1.0,87,90.0
1019 MA,52.37710952,4.941479691,Entire home/apt,5,3.0,225,80.0
1016 PS,52.36935212,4.877926272,Entire home/apt,4,3.0,185,90.0
1073 XW,52.35779979,4.893133786,Entire home/apt,2,0.0,90,90.0
